"open","cum_days","G_menardii","G_siphonifera","O_universa","G_sacculifer","G_ruber_pink","G_ruber_white","P_obliquiloculata","N_dutertrei","G_calida","G_crassaformis","G_glutinata","G_truncatulinoides","G_bulloides","G_falconensis","total_abund"
2010-04-07,821,0.0128867271724415,0.0587173444316301,0.00717043574186431,0.0186030186030186,0.0243694529408815,0.0730582159153588,0.0745123602266459,0.0830867973725117,0.511457654314797,0.00285814571528857,0.0472847615704759,0.0343980343980344,0.0515970515970516,0,199.43
2010-04-14,828,0.0070890343049772,0.0368332341860004,0.00567618481062859,0.0240680150703946,0.165724767003768,0.12606583382907,0.0198294665873488,0.0453351179853262,0.283288717033512,0.0240680150703946,0.0311570493753718,0.189792782074162,0.0410717826690462,0,403.44
2010-04-21,835,0.0215472808186458,0.0862142659593191,0.0100570738943504,0.0560430442762678,0.251426847358761,0.280164936011867,0.0301712216830513,0.0459859703819174,0.153722374475146,0.0186810147587559,0.0258718225932165,0.017247881728811,0.00286626605988987,0,397.73
2010-04-28,842,0.0462867944909533,0.0339724547664056,0.0709694842019984,0.145071563597083,0.163597083445855,0.154307318390494,0.0339724547664056,0.0709694842019984,0.135781798541723,0.0339724547664056,0.0462867944909533,0.0648123143397245,0,0,185.15
2010-05-05,849,0,0.0379310344827586,0.0530503978779841,0.128912466843501,0.0984084880636605,0.106100795755968,0.0151193633952255,0.0453580901856764,0.257559681697613,0.151458885941645,0.00769230769230769,0.0984084880636605,0,0,37.7
2010-05-12,856,0.0034758216964449,0.128910299408501,0.0522592841026892,0.0696993719129215,0.104518568205378,0.261357399841454,0,0.0209159095066772,0.254344777120556,0.027867552899567,0.0418318190133545,0.0348191962924569,0,0,163.99
2010-05-19,863,0.00455187568670538,0.0673363679171245,0.0313922461152095,0.049285826400879,0.0896248626589232,0.215193847119761,0,0.0134986658295401,0.313922461152095,0.121017108774133,0.0538377020875844,0.0403390362580443,0,0,63.71
2010-05-26,870,0.0198354265915981,0.0371589432654829,0.022260718925942,0.0718059766132525,0.20294499783456,0.299436985708099,0,0.0297098310957124,0.210394110004331,0.0544824599393677,0.0371589432654829,0.0148116067561715,0,0,115.45
2010-06-02,877,0.00658350658350658,0.0527835527835528,0.0165165165165165,0.0495495495495495,0.211249711249711,0.363016863016863,0,0.0396165396165396,0.122083622083622,0.0527835527835528,0.0792330792330792,0.00658350658350658,0,0,86.58
2010-06-09,884,0,0.08585533376261,0,0.0491521785790942,0.288259283107963,0.251341489590041,0,0.00622451169778923,0.177935179223009,0.0613865636402662,0.0673964370036489,0.00622451169778923,0.00622451169778923,0,46.59
2010-06-16,891,0.009288260071282,0.0524894697051517,0.0308888648882169,0.0740900745220866,0.274651690247327,0.274651690247327,0.00615617237282644,0.0184685171184793,0.197537531050869,0.0308888648882169,0.0277567771897613,0.00313208769845556,0,0,92.59
2010-06-23,898,0.00678652220502441,0.085010120252411,0.00678652220502441,0.0578640314323134,0.180259554708894,0.278961781164424,0.00678652220502441,0.0340516728181926,0.238123586141207,0.0679842838433147,0.0238123586141207,0.00678652220502441,0.00678652220502441,0,83.99
2010-06-30,905,0.00685549341511817,0.0206266161525047,0.0137711227373865,0.0549642191352456,0.494858379938661,0.219917012448133,0,0.0274821095676228,0.0859342113175777,0.0515364724276866,0.0102832401226772,0.0137711227373865,0,0,166.29
2010-07-07,912,0.00573325286662643,0.020116676725005,0.00286662643331322,0.0345001005833836,0.609233554616777,0.126433313216657,0,0.0229833031583182,0.0287165560249447,0.140816737075035,0.00573325286662643,0.00286662643331322,0,0,198.84
2010-07-14,923,0,0.0732301822806274,0.0153666807969479,0.0520347604917338,0.47011445527766,0.210046629927936,0,0.0404832556167868,0.082874099194574,0.034654514624841,0.00964391691394659,0.011551504874947,0,0,94.36
2010-07-25,937,0.0214707461084273,0.0659688674181428,0.00767579173376275,0.0429414922168545,0.29447128287708,0.351207729468599,0.00305958132045089,0.02914653784219,0.0828234031132582,0.0506172839506173,0.0383252818035427,0.0107353730542136,0.00155662909286098,0,186.3
2010-08-08,951,0.0456974879743453,0.11838588989845,0.0189738107963656,0.0419561731694281,0.278727952966328,0.198556921432389,0,0.0229823623730625,0.164083377872795,0.0839123463388562,0.0189738107963656,0.00774986638161411,0,0,37.42
2010-08-22,965,0.0694594594594595,0.0502702702702703,0.00378378378378378,0.0927027027027027,0.397567567567568,0.162162162162162,0,0.027027027027027,0.0656756756756757,0.104324324324324,0.0116216216216216,0.0154054054054054,0,0,37
2010-09-05,979,0.0186477644492912,0.0436205016357688,0.0280261723009815,0.0996728462377317,0.323991275899673,0.40196292257361,0,0.00621592148309705,0.0342420937840785,0.0218102508178844,0.0186477644492912,0.00316248636859324,0,0,91.7
2010-09-21,988,0.024823135161971,0.141864217450664,0,0.0496462703239419,0.244631997021224,0.219808861859253,0,0.0603202184435894,0.10289189524637,0.0106739481196475,0.14533945637334,0,0,0,80.57
2010-09-28,995,0.146712077547812,0.0209588682211161,0.014985590778098,0.206602043489652,0.197589730154572,0.248519779931884,0.00298663872150904,0.0838354728844642,0.0269321456641341,0,0.0478910138852502,0.00298663872150904,0,0,190.85
2010-10-05,1002,0.0496184949970302,0.133138392653173,0.0104628318179741,0.0913784438251017,0.198428290766208,0.195824005117193,0.0104628318179741,0.107049846941107,0.0470142093480148,0.0130671174669895,0.135742678302189,0.00781285694704619,0,0,218.87
2010-10-12,1009,0.0763214495209542,0.109887244997719,0.0241804080036499,0.0595711399335202,0.236524799582872,0.154533011796911,0.0297855699667601,0.135957765756371,0.0801016750309587,0.0316756827217624,0.0577462034804145,0.00371504920810793,0,0,153.43
2010-10-19,1016,0.319765209281913,0.090899116791925,0.0345054583356191,0.0940260025234517,0.15985517581875,0.0846453453288716,0.0313237149596796,0.112842174557025,0.0438861155301991,0.0156892863020462,0.0125624005705195,0,0,0,182.29
2010-10-26,1023,0.465449337629789,0.0102488363766559,0.0102488363766559,0.0358037952022914,0.138113139992839,0.173916935195131,0.0460526315789474,0.0792606516290727,0.0281507339778016,0.00255102040816327,0.00510204081632653,0.00510204081632653,0,0,223.44
2010-11-02,1030,0.151966960660787,0.170026599468011,0.00797984040319194,0.0699986000279994,0.248005039899202,0.164006719865603,0.0359792804143917,0.0800083998320034,0.0520089598208036,0.0119697606047879,0.00601987960240795,0.00202995940081198,0,0,142.86
2010-11-09,1037,0.0755583385514506,0.0894733180268559,0.015932651499339,0.0457107075767063,0.224657343630418,0.28824879983302,0.107354066652752,0.0974048563278369,0.0317957281013011,0.0039657691504905,0.0178807486258958,0.00201767202393376,0,0,143.73
2010-11-16,1044,0.16528656662448,0.0764418730790092,0.00412222021334298,0.057855722292533,0.146700415838004,0.214897848490327,0.216958958596999,0.092966913758814,0.0185861507864762,0,0.00618333032001446,0,0,0,276.55
2010-11-23,1051,0.341932934402168,0.01614542170035,0,0.0225810093711189,0.0613074404425878,0.0967596251552444,0.232245681381958,0.206446878175454,0.0129276278649656,0.00965338150615332,0,0,0,0,177.14
2010-11-30,1058,0.111991981046109,0.0807362857663568,0.00264260980499362,0.0078367049389466,0.0416438855476581,0.223892837616184,0.265536723163842,0.226535447421177,0.0208675050118462,0.0078367049389466,0.0078367049389466,0.00264260980499362,0,0,109.74
2010-12-07,1065,0.0647837519267386,0.0984223411007344,0,0.0285157312539668,0.113972254964185,0.287560068909239,0.217608124036631,0.10105177259951,0.0518179345362227,0.00258409647293499,0.00516819294586998,0.0103817209175809,0,0.0181340103363859,220.58
2010-12-14,1072,0.0310313863887903,0.021488086537056,0.00357090650907344,0.0131350888550128,0.0393843840708334,0.13843005408566,0.352016204815503,0.0739866769686971,0.05130828826195,0.00119030216969115,0.0119239041911166,0.00597239334266085,0.0047820911729697,0.251780232630985,478.87
2010-12-21,1079,0.0260870846099458,0.0235682300259251,0.00083961819467358,0.00926526042894179,0.0227286118312515,0.0446176054678294,0.262623733207636,0.0816491868960641,0.0513492811689842,0,0.00926526042894179,0.0454572236625029,0.0042128211171341,0.41833608296017,678.88
2010-12-28,1086,0.0239625541427973,0.0419170043314238,0.00199105770574263,0.0139723347771413,0.0259536118485399,0.0439080620371664,0.255484141400028,0.187613525220064,0.107796562805645,0.00199105770574263,0.0159633924828839,0.161694844208467,0.00199105770574263,0.115760793628615,286.28
2011-01-04,1093,0.012761925991975,0.0254681230494873,0.00317654926437806,0.0095296477931342,0.012761925991975,0.0350534997770843,0.181509139545252,0.101928221132412,0.0573450735621935,0,0.0095296477931342,0.45859340169416,0,0.092342844404815,179.44
2011-01-11,1100,0.0285167941469904,0.0379946790821417,0,0.00710841370136348,0.0118889258397073,0.0261473229132025,0.104506152311274,0.140131360159628,0.0569920186232125,0.00473894246757566,0.00236947123378783,0.451321915530429,0.00236947123378783,0.125914532756901,240.56
2011-01-18,1103,0.00656228413539028,0.00984342620308542,0,0,0,0.00656228413539028,0.0394888326041907,0.0164632742344002,0.0164632742344002,0,0,0.891434492286438,0,0.013182132166705,173.72
2011-01-21,1117,0.0143123459017379,0.0045903742457955,0.000581313769118207,0.00342774670755908,0.00114258223585303,0.00916070318920761,0.0440996652434502,0.0246356766291819,0.0567081604426003,0.000581313769118207,0.00687553871750155,0.82644777196464,0,0.00743680718423637,498.87
2011-02-04,1131,0.00372085465919246,0.00882281257616378,0,0.00232350312779267,0.00139735153139979,0.00835161264115688,0.0427167113494191,0.0194979283451133,0.0403932082216265,0.000471199935006906,0.00185230319278577,0.869510114550329,0.000471199935006906,0.000471199935006906,615.45
2011-02-18,1145,0.0202762640983399,0.0572044100874414,0.00288936763401343,0.02461031554936,0.02461031554936,0.0521353440628564,0.210011405398555,0.110784437967305,0.200582942592827,0,0.0180965657077683,0.275174249144595,0.00288936763401343,0.000735014573564821,394.55
2011-03-04,1152,0.00499561787905346,0.0333917616126205,0.00835524393806602,0.0183756938358165,0.0417470055506865,0.0417470055506865,0.0450774174700555,0.0417470055506865,0.305492258252994,0.00499561787905346,0.00669003797838154,0.447385334501899,0,0,342.3
2011-03-11,1159,0.00583266291230893,0.143604183427192,0.0172968624296058,0.0114641995172969,0.0343925985518906,0.0402252614641995,0.0114641995172969,0.00583266291230893,0.591914722445696,0,0.0229283990345937,0.109211584875302,0,0.00583266291230893,49.72
2011-03-18,1166,0.0451922181885879,0.0292748766638741,0.0451922181885879,0.125011635483571,0.257981941729498,0.159592292655683,0.0611561016475845,0.0797728753607,0.12766452573769,0.00265289025411896,0,0.0665084240901052,0,0,214.86
2011-03-25,1173,0.0344265778848197,0.0627612098887866,0.0890415810724658,0.127505844017851,0.200396684848056,0.0951335269533187,0.0870581568321881,0.082949635191613,0.0870581568321881,0.0202592618828363,0.00609194588085287,0.105263157894737,0.0020542608202876,0,141.17
2011-04-01,1180,0.00977161686172026,0.24019997727531,0.0324963072378139,0.0389728439950006,0.185092603113283,0.0844222247471878,0.01942961027156,0.0908987615043745,0.0844222247471878,0.142824679013748,0.00977161686172026,0.0616975343710942,0,0,88.01
2011-04-08,1187,0.00921509983024816,0.0716191092070164,0.0299894915528252,0.0923935009295934,0.247110177026918,0.235550885134589,0.0346778756769865,0.0900493088675127,0.0577156252526069,0.0692749171449357,0.0161668418074529,0.0392854255921106,0.00695174197720475,0,123.71
2011-04-15,1194,0.0645744777064303,0.0594193723433119,0.0439540562539568,0.0852853396038709,0.232522384010129,0.11115130686443,0.0955955503301076,0.229990051551054,0.0180880889933978,0.0207108618974405,0.0103102107262368,0.0283982997196346,0,0,110.57
2011-04-22,1201,0.0576078346655145,0.0226110751062144,0.102901994671275,0.139915028443868,0.240728739108519,0.0514149924389717,0.074098077338518,0.113127385324404,0.0576078346655145,0.074098077338518,0.00619284222654281,0.0596961186721394,0,0,138.87
2011-04-29,1208,0.024183283835384,0.103097157403479,0.0969452694102673,0.115188799321171,0.212134068731438,0.0545184556639796,0.0303351718285957,0.163555366991939,0.091005515485787,0.024183283835384,0,0.0848536274925753,0,0,47.14
2011-05-06,1215,0.00757072652410679,0.0816177447204144,0.034134679240271,0.096759197768628,0.280847390091646,0.278921503519724,0.0170673396201355,0.0588391552663036,0.0948997210784965,0.00378536326205339,0.0284898392880861,0.0170673396201355,0,0,150.58
2011-05-13,1222,0.0247528325034279,0.0536191094753554,0.047412859926391,0.0556397488633903,0.241249909792884,0.195857689254528,0.0639388034928195,0.144331384859638,0.0495056650068557,0.0329797214404272,0.0267734718914628,0.0639388034928195,0,0,138.57
2011-05-20,1229,0.0219013006885998,0.0354820198928845,0.0410290742157613,0.117540168324407,0.311495791889824,0.226759755164499,0.0328041315990819,0.0737375669472073,0.0819625095638868,0.016354246365723,0.016354246365723,0.0245791889824024,0,0,104.56
2011-05-27,1236,0.0281120105009845,0.0875082038941151,0.0469262743382192,0.0562240210019689,0.246882520236272,0.225005469262743,0.0562240210019689,0.106213082476482,0.0906803762852767,0.0156420914460731,0.0187048785823671,0.0187048785823671,0.00317217239116167,0,91.42
2011-06-03,1243,0.00338138458800498,0.122026457851338,0.0440766447173281,0.0440766447173281,0.210179747285994,0.24067153111467,0.0135848608886516,0.0304917838286765,0.223705285638014,0.0135848608886516,0.0440766447173281,0.0101441537640149,0,0,168.57
2011-06-10,1257,0.113587959676274,0.0608405509016044,0.0932841118841403,0.180533863410479,0.200837711202613,0.107482606843675,0.0283969899190686,0.0628993326707369,0.0730512565668039,0.0283969899190686,0.010151923896067,0.0405367031094704,0,0,140.86
2011-06-24,1271,0.0953874165486547,0.0693910580619057,0.0866882460044507,0.182075662553105,0.216771191584058,0.121383775035404,0.0115314586283633,0.0577584462876795,0.0519927169734979,0.0549261582035201,0.0144648998583856,0.0346955290309529,0.00293344123002225,0,98.86
2011-07-08,1285,0.02685351914194,0.0402411336412746,0.0805605574258201,0.174508729350975,0.279574101620606,0.230407891646442,0.0111954904877476,0.0380490096296876,0.0380490096296876,0.0649025287716276,0.00673295232130275,0.00892507633288969,0,0,127.73
2011-07-22,1303,0.0187667560321716,0.100324537886271,0.0752081275574996,0.17553266544377,0.32298574855369,0.109778467616763,0.0187667560321716,0.0595456469592211,0.0469874417948356,0.050232820657542,0.00310427543389304,0.0156624805982785,0.00310427543389304,0,70.87
2011-08-14,1322,0.0358899236161975,0.0672805273621429,0.0358899236161975,0.1150988804018,0.318405357329706,0.236161975515329,0.00146489484147745,0.0104635345819818,0.0582818876216386,0.1150988804018,0.00146489484147745,0.00449931987025217,0,0,95.57
2011-08-28,1336,0,0.125014982620161,0.0188181709217308,0.219165767709457,0.316792520676016,0.25170801869831,0,0.00173798393863119,0.0308042670502217,0.020556154860362,0.00341603739661992,0.011986096128491,0,0,166.86
2011-09-11,1350,0.00681804618965209,0.0196037476875336,0.0366563227307991,0.291564719221818,0.284314018022319,0.320970340753118,0.000850390881422689,0.00766843707107477,0.00725070119949872,0.00766843707107477,0.00938413797219073,0.00725070119949872,0,0,670.28
2011-09-25,1364,0.00478428739298304,0.170303844216888,0.0360080577471882,0.330955178781266,0.0887191539365452,0.191875104918583,0,0.00721839852274635,0.115074702031224,0.0143528621789491,0.0311398354876616,0.00956857478596609,0,0,119.14
2011-10-09,1378,0.0203590894517474,0.0106871860639094,0.00660824338285063,0.13791813615475,0.315521356560151,0.423925047201738,0.00153183000249368,0.01729542944676,0.0137330340921235,0.00407894268105874,0.0447793096077803,0.00356239535463646,0,0,561.42
2011-10-23,1385,0.0152598442001921,0.0487674741222922,0.006082595240636,0.509177248959556,0.250026678049301,0.0731512111834383,0.006082595240636,0.0274250346814641,0.0335609860207022,0.003041297620318,0.0274250346814641,0,0,0,187.42
2011-10-30,1392,0.0406967537608868,0.0543151227236738,0.00459224069675376,0.230720506730008,0.144734758511481,0.135708630245447,0.0452889944576405,0.0813935075217735,0.162945368171021,0.00902612826603325,0.0226444972288203,0.0679334916864608,0,0,63.15
2011-11-06,1399,0.129846272841535,0.0303586967030842,0.0276515517741468,0.0801508266460408,0.102194721067389,0.0966837474620516,0.237551967514261,0.182345547713429,0.0883689451803152,0.00551097360533694,0.0138257758870734,0.00551097360533694,0,0,103.43
2011-11-13,1406,0.211416490486258,0.0234907211651398,0.0201432933991074,0.0369391590321823,0.110758750293634,0.150986610288936,0.218111346018323,0.150986610288936,0.033533004463237,0.00669485553206483,0.0369391590321823,0,0,0,170.28
2011-11-20,1413,0.071731827075719,0.143463654151438,0.0126629010226308,0.130800753128807,0.194078340163178,0.219404142208439,0.086499058588991,0.103370620592904,0.0232214715546203,0,0.014767231513272,0,0,0,270.87
2011-11-27,1420,0.0426343729263437,0.151625746516257,0.0474452554744526,0.194260119442601,0.151625746516257,0.123258128732581,0.127903118779031,0.104346383543464,0.0379893828798938,0,0.0189117451891175,0,0,0,60.28
2011-12-04,1427,0.0890566942346878,0.0662032042830317,0.00914938671141476,0.132406408566063,0.105038155739342,0.166646689839786,0.0981661272923409,0.251148667545647,0.0524991010427904,0,0.0274082064804826,0,0,0.00227735826441328,250.29
2011-12-11,1434,0.0979877956528317,0.0432195269554693,0.0345957940390337,0.0951132180140199,0.129658580866408,0.126784003227596,0.216148065963992,0.178677694286147,0.0317212164002219,0.00574915527762368,0.014423319380705,0.00574915527762368,0,0.0201724746583287,198.29
2011-12-18,1441,0.03034375,0.12321875,0.03571875,0.10534375,0.04465625,0.08928125,0.0875,0.08034375,0.0589375,0.00715625,0.0089375,0.0089375,0.00178125,0.31784375,320
2011-12-25,1448,0.0182298787713062,0.35680430225139,0.0104366055965728,0.0546896363139185,0.0442530307173457,0.0442530307173457,0.0598851517637408,0.0989426670312642,0.0729195150852247,0.00259775772491113,0.00259775772491113,0.0338619998177012,0,0.200528666484368,219.42
2012-01-01,1455,0.0248356067605022,0.121134720939079,0.0124449758165317,0.0465735557850117,0.0652138470735286,0.0807564806260529,0.0465735557850117,0.142872669963589,0.127330036411065,0,0.0248356067605022,0.0403782403130265,0,0.2670507037661,184.01
2012-01-08,1462,0.0413600891861761,0.0636566332218506,0.0127090301003344,0.0795986622073579,0.0764771460423634,0.105128205128205,0.0636566332218506,0.143366778149387,0.0891861761426979,0,0.0190635451505017,0.194314381270903,0,0.111482720178372,89.7
